category,product,description,currency,price,base,PPP,eX,valued
Content,YouTube Premium,Youtube Premium with YT music,AED,24.0,AUD,0.625,0.3440552756977536,-0.8165685694907097
Content,Spotify,Individual plan - 1 month,AED,20.0,AUD,0.6,0.3440552756977536,-0.7439058267110812
Content,Apple Music,Individual 1 month,AED,20.0,AUD,0.6,0.3440552756977536,-0.7439058267110812
Devices,iPhone 12,64GB,THB,29900.0,AUD,0.04511705685618729,0.042061538447198774,-0.07264400023846518
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,THB,32900.0,AUD,0.04860182370820669,0.042061538447198774,-0.15549324876022186
Devices,PS5,Disk Version,THB,16990.0,AUD,0.04414067098293114,0.042061538447198774,-0.049430729652039984
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",THB,41900.0,AUD,0.046515513126491645,0.042061538447198774,-0.10589186329653844
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,THB,1888.0,AUD,0.040778601694915255,0.042061538447198774,0.030501422431184477
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,THB,2099.0,AUD,0.04716531681753216,0.042061538447198774,-0.12134074403246875
Softwares,iCloud ,iCloud 50GB,THB,37.28963210702341,AUD,0.0399574872641171,0.042061538447198774,0.05002316274576968
Content,Netflix ,Premium Plan per month,THB,419.0,AUD,0.04770883054892601,0.042061538447198774,-0.13426261402246298
Content,YouTube Premium,Youtube Premium with YT music,THB,159.0,AUD,0.09433962264150944,0.042061538447198774,-1.2428951988985628
Content,Spotify,Individual plan - 1 month,THB,129.0,AUD,0.09302325581395349,0.042061538447198774,-1.2115989868209085
Content,Apple Music,Individual 1 month,THB,129.0,AUD,0.09302325581395349,0.042061538447198774,-1.2115989868209085
Devices,iPhone 12,64GB,SGD,1200.0,AUD,1.1241666666666668,0.9562587978869936,-0.17558831265206898
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,SGD,1449.0,AUD,1.10351966873706,0.9562587978869936,-0.15399687948018137
Devices,PS5,Disk Version,SGD,729.0,AUD,1.0287379972565158,0.9562587978869936,-0.07579454383026496
Devices,XBOX Series X,4k Variant,SGD,699.0,AUD,1.0715307582260372,0.9562587978869936,-0.120544731817114
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",SGD,1798.0,AUD,1.0839822024471635,0.9562587978869936,-0.13356573015839968
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,SGD,69.72,AUD,1.1042742398164085,0.9562587978869936,-0.1547859661594524
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,SGD,108.0,AUD,0.9166666666666666,0.9562587978869936,0.04140315499090008
Softwares,iCloud ,iCloud 50GB,SGD,1.3706666666666667,AUD,1.0870622568093384,0.9562587978869936,-0.1367866724064406
Content,Netflix ,Premium Plan per month,SGD,19.98,AUD,1.0005005005005003,0.9562587978869936,-0.04626540713796912
Content,Amazon Prime,per month,SGD,8.99,AUD,0.7775305895439377,0.9562587978869936,0.18690359632558096
Content,Disney +,Yearly,SGD,119.98,AUD,0.7500416736122686,0.9562587978869936,0.21564991059992822
Content,YouTube Premium,Youtube Premium with YT music,SGD,12.0,AUD,1.25,0.9562587978869936,-0.3071775159215
Content,Spotify,Individual plan - 1 month,SGD,10.0,AUD,1.2,0.9562587978869936,-0.25489041528463985
Content,Apple Music,Individual 1 month,SGD,10.0,AUD,1.2,0.9562587978869936,-0.25489041528463985
Devices,iPhone 12,64GB,HKD,6799.0,AUD,0.1984115311075158,0.16293827744446165,-0.2177097623678106
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,HKD,7799.0,AUD,0.20502628542120785,0.16293827744446165,-0.25830644976035244
Devices,PS5,Disk Version,HKD,3980.0,AUD,0.18842964824120603,0.16293827744446165,-0.15644801943750286
Devices,XBOX Series X,4k Variant,HKD,3880.0,AUD,0.19304123711340207,0.16293827744446165,-0.18475069296839197
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",HKD,9698.0,AUD,0.20096927201484843,0.16293827744446165,-0.2334073685254825
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,HKD,408.0,AUD,0.18870098039215685,0.16293827744446165,-0.15811326443215012
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,HKD,780.0,AUD,0.12692307692307692,0.16293827744446165,0.22103584919547647
Softwares,iCloud ,iCloud 50GB,HKD,8.0,AUD,0.18625,0.16293827744446165,-0.14307087886997127
Content,Netflix ,Premium Plan per month,HKD,93.0,AUD,0.21494623655913978,0.16293827744446165,-0.31918809950844906
Content,YouTube Premium,Youtube Premium with YT music,HKD,68.0,AUD,0.22058823529411764,0.16293827744446165,-0.353814700596097
Content,Spotify,Individual plan - 1 month,HKD,58.0,AUD,0.20689655172413793,0.16293827744446165,-0.26978482262806347
Content,Apple Music,Individual 1 month,HKD,58.0,AUD,0.20689655172413793,0.16293827744446165,-0.26978482262806347
Devices,iPhone 12,64GB,CAD,1258.8849557522124,AUD,1.071583224373304,1.0053060211286096,-0.06592739111448687
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CAD,1448.442477876106,AUD,1.1039444261153268,1.0053060211286096,-0.09811778992030762
Devices,PS5,Disk Version,CAD,702.4667256637168,AUD,1.0675950512693952,1.0053060211286096,-0.06196026765149254
Devices,XBOX Series X,4k Variant,CAD,667.9115044247787,AUD,1.121406047115563,1.0053060211286096,-0.11548724820787748
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CAD,1917.8649557522124,AUD,1.0162342213691349,1.0053060211286096,-0.010870521026280944
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,CAD,78.04194690265486,AUD,0.9865207501298372,1.0053060211286096,0.0186861220404142
Softwares,Microsoft 365 ,Microsoft 365 Personal Annual Plan,CAD,88.08849557522123,AUD,1.123869801084991,1.0053060211286096,-0.11793799844476749
Softwares,iCloud ,iCloud 50GB,CAD,1.4384070796460178,AUD,1.0358680940076288,1.0053060211286096,-0.03040076577349904
Content,Netflix ,Premium Plan per month,CAD,20.949285714285715,AUD,0.954209144532715,1.0053060211286096,0.05082718647057394
Content,Amazon Prime,per month,CAD,8.81436507936508,AUD,0.7930236536678041,1.0053060211286096,0.2111619377575059
Content,Disney +,Yearly,CAD,99.27468253968254,AUD,0.9064748201438848,1.0053060211286096,0.09830956833797899
Content,YouTube Premium,Youtube Premium with YT music,CAD,13.238095238095239,AUD,1.133093525179856,1.0053060211286096,-0.12711303957752618
Content,Spotify,Individual plan - 1 month,CAD,11.031746031746032,AUD,1.087769784172662,1.0053060211286096,-0.08202851799442534
Content,Apple Music,Individual 1 month,CAD,11.031746031746032,AUD,1.087769784172662,1.0053060211286096,-0.08202851799442534
Devices,iPhone 12,64GB,INR,79900.0,RUB,1.0011264080100126,1.0183890327119534,0.01695091379369107
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,INR,92900.0,RUB,1.076318622174381,1.0183890327119534,-0.056883555892351056
Devices,PS5,Disk Version,INR,49990.0,RUB,0.9401680336067213,1.0183890327119534,0.07680856391091606
Devices,XBOX Series X,4k Variant,INR,49990.0,RUB,0.9119823964792959,1.0183890327119534,0.10448525348834359
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",INR,105999.0,RUB,0.9999150935386183,1.0183890327119534,0.018140355581146905
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,INR,4230.3,RUB,0.968252842587996,1.0183890327119534,0.04923088182759139
Softwares,iCloud ,iCloud 50GB,INR,75.0,RUB,0.7866666666666666,1.0183890327119534,0.22753815938906363
Content,Netflix ,Premium Plan per month,INR,799.0,RUB,1.2503128911138923,1.0183890327119534,-0.22773601340180338
Content,YouTube Premium,Youtube Premium with YT music,INR,129.0,RUB,1.5426356589147288,1.0183890327119534,-0.5147803141661054
Content,Spotify,Individual plan - 1 month,INR,119.0,RUB,1.4201680672268908,1.0183890327119534,-0.39452411761054273
Content,Apple Music,Individual 1 month,INR,99.0,RUB,1.707070707070707,1.0183890327119534,-0.6762461615722684
Devices,iPhone 12,64GB,USD,902.6152,RUB,88.6202669753401,73.680141,-0.2027700513675741
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,USD,1087.7112,RUB,91.92697473373447,73.680141,-0.24764927816485116
Devices,PS5,Disk Version,USD,544.389112,RUB,86.3334680360029,73.680141,-0.17173320876249254
Devices,XBOX Series X,4k Variant,USD,543.3112,RUB,83.9113936911295,73.680141,-0.1388603842537366
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",USD,1360.989112,RUB,77.87718436942205,73.680141,-0.05696302032622391
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,USD,57.695512,RUB,70.99339026578012,73.680141,0.0364650596178947
Softwares,iCloud ,iCloud 50GB,USD,1.077912,RUB,54.73545150253453,73.680141,0.2571207009153996
Content,Netflix ,Premium Plan per month,USD,19.45722263041881,RUB,51.34340182951882,73.680141,0.3031582033818473
Content,YouTube Premium,Youtube Premium with YT music,USD,12.978692138133725,RUB,15.332823822463768,73.680141,0.7919001834909115
Content,Spotify,Individual plan - 1 month,USD,10.815576781778105,RUB,15.625611413043476,73.680141,0.787926418150537
Content,Apple Music,Individual 1 month,USD,10.815576781778105,RUB,15.625611413043476,73.680141,0.787926418150537
Devices,iPhone 12,64GB,GBP,799.0,RUB,100.11264080100125,104.02406051020019,0.03760110584046472
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,GBP,999.0,RUB,100.09009009009009,104.02406051020019,0.037817889446108977
Devices,PS5,Disk Version,GBP,449.99,RUB,104.44454321207138,104.02406051020019,-0.004042167742817293
Devices,XBOX Series X,4k Variant,GBP,449.0,RUB,101.53674832962137,104.02406051020019,0.023910931455467632
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",GBP,1199.0,RUB,88.39866555462886,104.02406051020019,0.15020943115404695
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,GBP,49.94,RUB,82.01842210652784,104.02406051020019,0.21154373609088795
Softwares,iCloud ,iCloud 50GB,GBP,0.79,RUB,74.68354430379746,104.02406051020019,0.2820550943935294
Content,Netflix ,Premium Plan per month,GBP,13.99,RUB,71.40814867762687,104.02406051020019,0.313541998578061
Content,YouTube Premium,Youtube Premium with YT music,GBP,12.0,RUB,16.583333333333332,104.02406051020019,0.8405817533751507
Content,Spotify,Individual plan - 1 month,GBP,10.0,RUB,16.9,104.02406051020019,0.8375375858516612
Content,Apple Music,Individual 1 month,GBP,10.0,RUB,16.9,104.02406051020019,0.8375375858516612
Devices,iPhone 12,64GB,EUR,899.0,RUB,88.9766407119021,89.49193383828324,0.0057579840358830126
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,EUR,1129.0,RUB,88.56510186005315,89.49193383828324,0.01035659794663657
Devices,PS5,Disk Version,EUR,499.99,RUB,93.99987999759995,89.49193383828324,-0.05037265333278862
Devices,XBOX Series X,4k Variant,EUR,499.99,RUB,91.18182363647273,89.49193383828324,-0.018883152097743272
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",EUR,1299.0,RUB,81.59353348729792,89.49193383828324,0.08825823749946182
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,EUR,59.49,RUB,68.85190788367792,89.49193383828324,0.2306356011023626
Softwares,iCloud ,iCloud 50GB,EUR,0.99,RUB,59.5959595959596,89.49193383828324,0.33406333912000696
Content,Netflix ,Premium Plan per month,EUR,15.99,RUB,62.4765478424015,89.49193383828324,0.30187509462808126
Content,YouTube Premium,Youtube Premium with YT music,EUR,12.0,RUB,16.583333333333332,89.49193383828324,0.8146946588136054
Content,Spotify,Individual plan - 1 month,EUR,10.0,RUB,16.9,89.49193383828324,0.8111561648613024
Content,Apple Music,Individual 1 month,EUR,10.0,RUB,16.9,89.49193383828324,0.8111561648613024
Devices,iPhone 12,64GB,JPY,85800.0,RUB,0.9322843822843823,0.6954072910030439,-0.3406307272672837
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,JPY,104800.0,RUB,0.9541030534351145,0.6954072910030439,-0.3720061117836888
Devices,PS5,Disk Version,JPY,49980.0,RUB,0.9403561424569828,0.6954072910030439,-0.3522379684869694
Devices,XBOX Series X,4k Variant,JPY,49980.0,RUB,0.9121648659463786,0.6954072910030439,-0.3116987379161458
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",JPY,152874.0,RUB,0.6933160642097413,0.6954072910030439,0.0030071971064412617
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,JPY,6872.8,RUB,0.5959725293912234,0.6954072910030439,0.14298780426704683
Softwares,iCloud ,iCloud 50GB,JPY,130.0,RUB,0.45384615384615384,0.6954072910030439,0.3473664143044377
Content,Netflix ,Premium Plan per month,JPY,1980.0,RUB,0.5045454545454545,0.6954072910030439,0.27446050527065
Content,YouTube Premium,Youtube Premium with YT music,JPY,1180.0,RUB,0.16864406779661018,0.6954072910030439,0.7574887839421978
Content,Spotify,Individual plan - 1 month,JPY,980.0,RUB,0.17244897959183675,0.6954072910030439,0.7520172971682548
Content,Apple Music,Individual 1 month,JPY,980.0,RUB,0.17244897959183675,0.6954072910030439,0.7520172971682548
Devices,iPhone 12,64GB,CNY,6299.0,RUB,12.698841085886649,11.42031901502727,-0.11195151984607898
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CNY,7999.0,RUB,12.500312539067384,11.42031901502727,-0.09456771939724451
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CNY,10199.0,RUB,10.392195313266006,11.42031901502727,0.09002583031248257
Softwares,iCloud ,iCloud 50GB,CNY,6.0,RUB,9.833333333333334,11.42031901502727,0.13896158939218095
Content,Apple Music,Individual 1 month,CNY,10.0,RUB,16.9,11.42031901502727,-0.4798185565361499
Devices,iPhone 12,64GB,ZAR,18999.0,RUB,4.210221590610032,5.092803939865216,0.17329988738552193
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,ZAR,18999.0,RUB,5.262908574135481,5.092803939865216,-0.03340097837631806
Devices,PS5,Disk Version,ZAR,11999.99,RUB,3.9165865971554976,5.092803939865216,0.23095672965192682
Devices,XBOX Series X,4k Variant,ZAR,11999.0,RUB,3.7994832902741895,5.092803939865216,0.2539506065543248
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",ZAR,27999.0,RUB,3.7854923390121074,5.092803939865216,0.25669780660900665
Softwares,iCloud ,iCloud 50GB,ZAR,14.99,RUB,3.935957304869913,5.092803939865216,0.22715318489678982
Content,Netflix ,Premium Plan per month,ZAR,169.0,RUB,5.911242603550296,5.092803939865216,-0.16070492273981785
Content,YouTube Premium,Youtube Premium with YT music,ZAR,72.0,RUB,2.763888888888889,5.092803939865216,0.4572952500185906
Content,Spotify,Individual plan - 1 month,ZAR,60.0,RUB,2.816666666666667,5.092803939865216,0.4469320437375385
Content,Apple Music,Individual 1 month,ZAR,60.0,RUB,2.816666666666667,5.092803939865216,0.4469320437375385
Devices,iPhone 12,64GB,BRL,7199.0,RUB,11.111265453535212,13.6333293483183,0.18499251579323062
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,BRL,11699.1,RUB,8.546811293176399,13.6333293483183,0.37309434292873844
Devices,XBOX Series X,4k Variant,BRL,4599.0,RUB,9.913024570558816,13.6333293483183,0.2728830707972585
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",BRL,8549.17,RUB,12.397694746975437,13.6333293483183,0.09063337133385407
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,BRL,262.08,RUB,15.62881562881563,13.6333293483183,-0.14636822961688933
Softwares,iCloud ,iCloud 50GB,BRL,4.095,RUB,14.407814407814408,13.6333293483183,-0.05680821167806993
Content,Netflix ,Premium Plan per month,BRL,45.9,RUB,21.764705882352942,13.6333293483183,-0.596433660941204
Content,YouTube Premium,Youtube Premium with YT music,BRL,17.0,RUB,11.705882352941176,13.6333293483183,0.14137757154783903
Content,Spotify,Individual plan - 1 month,BRL,17.0,RUB,9.941176470588236,13.6333293483183,0.2708181386511799
Content,Apple Music,Individual 1 month,BRL,17.0,RUB,9.941176470588236,13.6333293483183,0.2708181386511799
Devices,iPhone 12,64GB,AUD,1349.0,RUB,59.29577464788732,58.31233365227776,-0.01686505982548936
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,AUD,1599.0,RUB,62.5328330206379,58.31233365227776,-0.07237747323795007
Devices,PS5,Disk Version,AUD,749.95,RUB,62.66951130075338,58.31233365227776,-0.07472137325969319
Devices,XBOX Series X,4k Variant,AUD,749.0,RUB,60.86782376502003,58.31233365227776,-0.04382417839733366
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",AUD,1949.0,RUB,54.3817342226783,58.31233365227776,0.06740597028817297
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,AUD,76.99,RUB,53.20171450837771,58.31233365227776,0.08764216459548979
Softwares,iCloud ,iCloud 50GB,AUD,1.49,RUB,39.59731543624161,58.31233365227776,0.3209444219405737
Content,Netflix ,Premium Plan per month,AUD,19.99,RUB,49.97498749374688,58.31233365227776,0.1429774052303806
Content,YouTube Premium,Youtube Premium with YT music,AUD,15.0,RUB,13.266666666666667,58.31233365227776,0.7724895260447452
Content,Spotify,Individual plan - 1 month,AUD,12.0,RUB,14.083333333333334,58.31233365227776,0.7584844843062936
Content,Apple Music,Individual 1 month,AUD,12.0,RUB,14.083333333333334,58.31233365227776,0.7584844843062936
Devices,iPhone 12,64GB,RUB,79990.0,RUB,1.0,1.0,0.0
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,RUB,99990.0,RUB,1.0,1.0,0.0
Devices,PS5,Disk Version,RUB,46999.0,RUB,1.0,1.0,0.0
Devices,XBOX Series X,4k Variant,RUB,45590.0,RUB,1.0,1.0,0.0
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",RUB,105990.0,RUB,1.0,1.0,0.0
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,RUB,4096.0,RUB,1.0,1.0,0.0
Softwares,iCloud ,iCloud 50GB,RUB,59.0,RUB,1.0,1.0,0.0
Content,Netflix ,Premium Plan per month,RUB,999.0,RUB,1.0,1.0,0.0
Content,YouTube Premium,Youtube Premium with YT music,RUB,199.0,RUB,1.0,1.0,0.0
Content,Spotify,Individual plan - 1 month,RUB,169.0,RUB,1.0,1.0,0.0
Content,Apple Music,Individual 1 month,RUB,169.0,RUB,1.0,1.0,0.0
Devices,iPhone 12,64GB,KRW,1090000.0,RUB,0.07338532110091743,0.06647988057529468,-0.103872637343289
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,KRW,1290000.0,RUB,0.07751162790697674,0.06647988057529468,-0.16594114243613278
Devices,PS5,Disk Version,KRW,628000.0,RUB,0.07483917197452229,0.06647988057529468,-0.1257416729225309
Devices,XBOX Series X,4k Variant,KRW,598000.0,RUB,0.07623745819397994,0.06647988057529468,-0.14677489691988677
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",KRW,1452000.0,RUB,0.07299586776859504,0.06647988057529468,-0.09801442386648684
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,KRW,62000.0,RUB,0.06606451612903226,0.06647988057529468,0.006247972208553776
Softwares,iCloud ,iCloud 50GB,KRW,1100.0,RUB,0.053636363636363635,0.06647988057529468,0.1931940434878574
Content,Netflix ,Premium Plan per month,KRW,14500.0,RUB,0.06889655172413793,0.06647988057529468,-0.036351917722026394
Content,YouTube Premium,Youtube Premium with YT music,KRW,10450.0,RUB,0.019043062200956938,0.06647988057529468,0.7135514980447522
Content,Spotify,Individual plan - 1 month,KRW,10900.0,RUB,0.015504587155963303,0.06647988057529468,0.7667777525803027
Content,Apple Music,Individual 1 month,KRW,13500.0,RUB,0.012518518518518519,0.06647988057529468,0.8116946298611333
Devices,iPhone 12,64GB,CHF,879.0,RUB,91.00113765642776,81.14235731973035,-0.12149980185872877
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CHF,1079.0,RUB,92.66913809082484,81.14235731973035,-0.14205627186396352
Devices,XBOX Series X,4k Variant,CHF,499.99,RUB,91.18182363647273,81.14235731973035,-0.12372657941379783
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",CHF,1299.0,RUB,81.59353348729792,81.14235731973035,-0.005560303921043008
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,CHF,58.15,RUB,70.43852106620808,81.14235731973035,0.13191428751996037
Softwares,iCloud ,iCloud 50GB,CHF,1.0,RUB,59.0,81.14235731973035,0.2728828450531875
Content,Netflix ,Premium Plan per month,CHF,21.9,RUB,45.61643835616439,81.14235731973035,0.4378221207399847
Content,Spotify,Individual plan - 1 month,CHF,13.0,RUB,13.0,81.14235731973035,0.8397877455201939
Content,Apple Music,Individual 1 month,CHF,12.9,RUB,13.10077519379845,81.14235731973035,0.8385457900591101
Devices,iPhone 12,64GB,AED,3399.0,RUB,23.533392174168874,20.06266603131382,-0.17299426394467932
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,AED,4199.0,RUB,23.81281257442248,20.06266603131382,-0.1869216452716418
Devices,PS5,Disk Version,AED,2099.0,RUB,22.391138637446403,20.06266603131382,-0.1160599793914876
Devices,XBOX Series X,4k Variant,AED,2099.0,RUB,21.719866603144354,20.06266603131382,-0.0826012140781276
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",AED,4899.0,RUB,21.635027556644214,20.06266603131382,-0.07837251155336245
Softwares,iCloud ,iCloud 50GB,AED,3.69,RUB,15.989159891598916,20.06266603131382,0.20303912418005532
Content,Netflix ,Premium Plan per month,AED,56.0,RUB,17.839285714285715,20.06266603131382,0.11082177780150715
Content,YouTube Premium,Youtube Premium with YT music,AED,24.0,RUB,8.291666666666666,20.06266603131382,0.5867116237829495
Content,Spotify,Individual plan - 1 month,AED,20.0,RUB,8.45,20.06266603131382,0.5788196849406139
Content,Apple Music,Individual 1 month,AED,20.0,RUB,8.45,20.06266603131382,0.5788196849406139
Devices,iPhone 12,64GB,THB,29900.0,RUB,2.6752508361204015,2.452706463861164,-0.09073420547393907
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,THB,32900.0,RUB,3.039209726443769,2.452706463861164,-0.2391249304489964
Devices,PS5,Disk Version,THB,16990.0,RUB,2.76627427898764,2.452706463861164,-0.12784563491256207
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",THB,41900.0,RUB,2.5295942720763724,2.452706463861164,-0.03134814921723983
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,THB,1888.0,RUB,2.169491525423729,2.452706463861164,0.1154703763415641
Softwares,iCloud ,iCloud 50GB,THB,37.28963210702341,RUB,1.5822092272368518,2.452706463861164,0.3549129296352631
Content,Netflix ,Premium Plan per month,THB,419.0,RUB,2.384248210023866,2.452706463861164,0.027911311380297787
Content,YouTube Premium,Youtube Premium with YT music,THB,159.0,RUB,1.251572327044025,2.452706463861164,0.4897178502666226
Content,Spotify,Individual plan - 1 month,THB,129.0,RUB,1.310077519379845,2.452706463861164,0.46586453019026974
Content,Apple Music,Individual 1 month,THB,129.0,RUB,1.310077519379845,2.452706463861164,0.46586453019026974
Devices,iPhone 12,64GB,SGD,1200.0,RUB,66.65833333333333,55.76168208031242,-0.1954146798750922
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,SGD,1449.0,RUB,69.00621118012423,55.76168208031242,-0.2375202577414357
Devices,PS5,Disk Version,SGD,729.0,RUB,64.47050754458162,55.76168208031242,-0.15617938949054766
Devices,XBOX Series X,4k Variant,SGD,699.0,RUB,65.22174535050071,55.76168208031242,-0.1696516840464597
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",SGD,1798.0,RUB,58.9488320355951,55.76168208031242,-0.05715663223165146
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,SGD,69.72,RUB,58.74928284566839,55.76168208031242,-0.053578024440744
Softwares,iCloud ,iCloud 50GB,SGD,1.3706666666666667,RUB,43.04474708171206,55.76168208031242,0.2280586690387929
Content,Netflix ,Premium Plan per month,SGD,19.98,RUB,50.0,55.76168208031242,0.10332690595692551
Content,YouTube Premium,Youtube Premium with YT music,SGD,12.0,RUB,16.583333333333332,55.76168208031242,0.7026034238090471
Content,Spotify,Individual plan - 1 month,SGD,10.0,RUB,16.9,55.76168208031242,0.6969244942134408
Content,Apple Music,Individual 1 month,SGD,10.0,RUB,16.9,55.76168208031242,0.6969244942134408
Devices,iPhone 12,64GB,HKD,6799.0,RUB,11.764965436093544,9.501311199068853,-0.23824651036022626
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,HKD,7799.0,RUB,12.820874471086036,9.501311199068853,-0.3493794911530217
Devices,PS5,Disk Version,HKD,3980.0,RUB,11.808793969849246,9.501311199068853,-0.24285940355332536
Devices,XBOX Series X,4k Variant,HKD,3880.0,RUB,11.75,9.501311199068853,-0.23667141869340336
Devices,Samsung Galaxy S21 Ultra,"Galaxy S21 Ultra 5G 256 GB, 12GB",HKD,9698.0,RUB,10.929057537636625,9.501311199068853,-0.15026834808943978
Softwares,Adobe CC,Adobe CC All Apps Annual Plan Monthly Payment,HKD,408.0,RUB,10.03921568627451,9.501311199068853,-0.05661371109056734
Softwares,iCloud ,iCloud 50GB,HKD,8.0,RUB,7.375,9.501311199068853,0.22379134358605535
Content,Netflix ,Premium Plan per month,HKD,93.0,RUB,10.741935483870968,9.501311199068853,-0.13057400802993357
Content,YouTube Premium,Youtube Premium with YT music,HKD,68.0,RUB,2.926470588235294,9.501311199068853,0.6919929758197907
Content,Spotify,Individual plan - 1 month,HKD,58.0,RUB,2.913793103448276,9.501311199068853,0.6933272637429417
Content,Apple Music,Individual 1 month,HKD,58.0,RUB,2.913793103448276,9.501311199068853,0.6933272637429417
Devices,iPhone 12,64GB,CAD,1258.8849557522124,RUB,63.54035738889592,58.62174012669528,-0.08390432033526052
Devices,MacBook Air,Apple M1 Chip with 8‑Core CPU and 7‑Core GPU 256GB Storage,CAD,1448.442477876106,RUB,69.03277246233367,58.62174012669528,-0.1775967808723813
Devices,PS5,Disk Version,CAD,702.4667256637168,RUB,66.90566013015575,58.62174012669528,-0.1413113971976434
Devices,XBOX Series X,4k Variant,CAD,667.9115044247787,RUB,68.25754564485783,58.62174012669528,-0.16437256037329018
